title,Year,Certificate,genres,overview,Runtime,Rating,No.of.Ratings,id,original_language,poster
Super Police,1994.0,,"Action, Thriller            ",,95,5.6,64,279484.0,te,https://image.tmdb.org/t/p/w500//bEDcJzX4iasuTjiJRhA1TE167gu.jpg
Bamma Maata Bangaru Baata,1990.0,U,"Comedy, Drama            ",    Bamma Maata Bangaru Baata movie is a fun ride where Krishna (Rajendra Prasad) marries Seetha (Gouthami) under unavoidable circumstances leaving his grandparents disappointed. They ask him ...                See full summary »,153,7.2,64,621654.0,te,https://image.tmdb.org/t/p/w500//uwToWpMQqKm6Dd62vlMsZWBBxRQ.jpg
Mantra 2,2013.0,,"Comedy, Crime, Horror            ",    A girl living with an old couple in their house as paying guest finds out that the old couple died years ago and the house where she lives is seized by police.,88,4.5,63,370286.0,te,https://image.tmdb.org/t/p/w500//r4DEUCqYFFDn1A6Wda0mJPmatU6.jpg
Prema Ishq Kaadhal,2013.0,UA,Drama            ,"    Three youngsters are out in life with no intent of the future, until they meet three lovely ladies. What happens next, changes their perspective of life.",140,6.8,63,253579.0,te,https://image.tmdb.org/t/p/w500//sllA2crXs3rhTrLkVLJYMTlhrow.jpg
Galipatam,2014.0,A,Drama            ,"    Galipatam is the story of a couple Karthi (Aadi) and Swetha (Erica Fernandes) who are considered as the best couple but actually have their own differences. One thing leads to another, and ...                See full summary »",135,5.7,63,285930.0,te,https://image.tmdb.org/t/p/w500//qhdo7bUgkPzaU7v6HSKpNPRgzUX.jpg
Katha,2009.0,,Drama            ,    Chitra (Genelia) is a loner and she comes to Araku seeking employment as a teacher in a kids school. Krishna (Arun) is an aspiring director. He comes to Araku to do trail shoot and complete...                See full summary »,0,6.5,63,1122417.0,te,https://image.tmdb.org/t/p/w500//96B5Oft3dBoo0BDGOgT5tSdtlfY.jpg
Peddannayya,1997.0,,Drama            ,,146,7.6,63,280349.0,te,https://image.tmdb.org/t/p/w500//hmyELtWPvOoxJm8aDSpOniMpaHG.jpg
Lakshmi Kalyanam,2007.0,,"Action, Drama            ",,0,5.3,63,117845.0,te,https://image.tmdb.org/t/p/w500//5S6KGAHiNVugwVZlmQjhKA6ELSy.jpg
Avunanna Kadanna,2005.0,U,Romance            ,"    Mangaraju is the dreaded landlord of Lanka. He forcibly grabs the lands and farms of farmers in Lanka. In the process, he grabs the land of Ravi's father. Ravi grows up in a nearby village....                See full summary »",0,5.7,63,684241.0,te,https://image.tmdb.org/t/p/w500//rTbZVaYzMrd38POsV8MPscI8VSC.jpg
Bava Bava Panneeru,1989.0,U,Comedy            ,"    Kota Srinivasa Rao is a wealthy man, with poor relatives waiting for him to die so that they can get their hands on his money. Kota wants to get married so that he can leave his health to ...                See full summary »",0,7.5,63,371630.0,te,
Balakrishnudu,2017.0,UA,"Action, Comedy, Romance            ","    A local toughie is hired as a bodyguard to protect a girl from the rivals of her family and becomes a natural target for her enemies. In the process, he ends up falling in love with her.",130,4.6,62,494401.0,te,https://image.tmdb.org/t/p/w500//2bvtg5yNX1F7xzfw6DP5yXzVMTT.jpg
Partha,2003.0,UA,"Action, Romance            ",,147,7.1,62,66433.0,te,https://image.tmdb.org/t/p/w500//wmlj7WEfIphy1Dtwo8gtA2zPOxC.jpg
Athade Oka Sainyam,2004.0,,Action            ,,0,7.1,62,307860.0,te,https://image.tmdb.org/t/p/w500//is2DXvhnSpOHFjQ5A9d13x2GYEB.jpg
Rakshana,1993.0,,Drama            ,,0,7.2,62,1302212.0,te,https://image.tmdb.org/t/p/w500//xLlByx2Yn6maBjEVbOHPlwBMiMK.jpg
Garam,2016.0,UA,"Action, Romance            ","    An unemployed troublemaker is forced by his father to leave home and go in search of work to the city of Hyderabad, where the youngster promptly falls in love. Can he learn responsibility and protect his loved ones?",147,4.9,61,847995.0,te,https://image.tmdb.org/t/p/w500//i5vNqU17KVCkZxyUwsarEyOAtWA.jpg
Raja Cheyyi Vesthe,2016.0,,"Action, Romance, Thriller            ","    An aspiring film director narrates a breath-taking story to his girlfriend in a coffee shop. An unknown message knocks the door the next day, asking him to write a love story. He sends his ...                See full summary »",144,5.7,61,412119.0,te,https://image.tmdb.org/t/p/w500//sVujTAKrQ1mIBo197OJrbysNTa1.jpg
It's My Love Story,2011.0,,Romance            ,    It's My Love Story is the story of Arjun (Aravind Krishna) and Vandana (Nikhita Narayan) who meet in an unexpected way and are forced to live together. Both of them fall in love but when ...                See full summary »,0,5.9,61,117655.0,te,https://image.tmdb.org/t/p/w500//2I0Gxs0enYTaIMrukABg9PCHMaw.jpg
Okariki Okaru,2003.0,U,Romance            ,,0,7.7,61,82264.0,te,https://image.tmdb.org/t/p/w500//nyKE2kxnhSlbHjolVP9DILV3ybz.jpg
Kurradu,2009.0,A,Action            ,    Varun is a youngster from a middle class family. He is passionate about bikes and it's his dream to own a bike. Varun buys a bike and uses it positively to get a job of recovery agent for a...                See full summary »,133,4.5,61,132456.0,te,https://image.tmdb.org/t/p/w500//14gN0YCQqj0eqNkJ77iRJlGO1w5.jpg
Homam,2008.0,UA,Action            ,    Telugu version of The Departed.,148,5.8,61,15490.0,te,https://image.tmdb.org/t/p/w500//tkXTFFjsOsBAW4LONZvZizoGH69.jpg
Raahu,2020.0,A,Thriller            ,"    Bhanu suffers from 'conversion disorder a.k.a hysterical blindness' where she goes temporarily blind under severe stress, in her case triggered upon seeing blood, must fight her enemy who inflicts more bloodshed than she ever imagined.",123,6.6,61,679053.0,te,https://image.tmdb.org/t/p/w500//fufWceNdIZRZLwL3WcQEeXJ7ubL.jpg
Gulebakavali Katha,1962.0,U,"Musical, Drama, Fantasy            ",    The adventurous journey of a prince to achieve a magical flower to bring back his father's vision.,0,8.2,61,285309.0,te,https://image.tmdb.org/t/p/w500//h2wTwuTdjMRA7RnS32m6jiLTPgO.jpg
Nene Raju Nene Manthri,1987.0,,,,0,8.0,61,101265.0,te,
Osey Ramulamma,1997.0,A,"Action, Drama            ",,0,7.5,61,307929.0,te,https://image.tmdb.org/t/p/w500//98I0dEvCnLNwUuF1YJeMnXZsFLW.jpg
Trinetrudu,1988.0,U,"Action, Crime, Thriller            ",    CBI Officer Abhimanyu vows to take out the Drug lord DD and the drug mafia in Goa.,145,7.3,61,279131.0,te,https://image.tmdb.org/t/p/w500//wCXKyRitqJEIcIwoWI7sSemmAXT.jpg
Oka Oori Katha,1977.0,,"Comedy, Drama            ","    The father of a son living on the fringes of a village believes that working is a fools game, for the lord takes what little the workers make. When a young woman enters their home tensions begin to rise and their idle life is threatened.",116,7.5,61,284616.0,te,https://image.tmdb.org/t/p/w500//myiYmtCmcuXaHU8Fcx1nmHyAm9D.jpg
Bhale Manchi Chowka Beram,2018.0,UA,"Comedy, Drama, Thriller            ",    Two friends try to sell country's secrets to terrorists and face some dramatic consequences.,134,6.4,60,553724.0,te,https://image.tmdb.org/t/p/w500//m9mvCdompUdJGq0GGb1MaLUm0th.jpg
Bhairava Geetha,2018.0,,Drama            ,"    Bhairava Geetha is a bilingual presented by Ram Gopal Varma. Story of Geetha (Irra Mor), who belongs to a family with a hard-core faction backdrop, returns to her village after her ...                See full summary »",119,5.0,60,567290.0,te,https://image.tmdb.org/t/p/w500//518x61xneaQLqP0kIkUDWYE5IFs.jpg
Naanna Nenu Naa Boyfriends,2016.0,UA,Family            ,    Padmavati / Paddu (Hebah Patel) is the adored daughter of Raghava Rao (Rao Ramesh). A Prophesier prophesied Raghava Rao that if he refuses to accept any of her daughter's wish then she will...                See full summary »,140,4.5,60,455358.0,te,https://image.tmdb.org/t/p/w500//ie8NxemFzWqyMg98vw1ueG0hI2B.jpg
Basanti,2014.0,UA,Action            ,    A group of students are taken as hostages in their own 'Basanti College' by a gang of terrorists.,122,6.5,60,401900.0,te,https://image.tmdb.org/t/p/w500//f13ZhaARvmjY4OjPHAI5m8Iu1NL.jpg
Mansara,2010.0,,Drama            ,"    A magnificent love story that tests the emotional strength of true love when it is pitted against the brutal force of the martial art, Kalaripayittu.",0,7.2,60,1265956.0,te,https://image.tmdb.org/t/p/w500//iEGjiMieOyUX8pEPMDCULS9pKbE.jpg
Gaayam 2,2010.0,,"Action, Crime, Drama            ","    Ram is a restaurant owner in Bangkok. Ram leads his life happily with his wife Vidya and adopted son Chaitanya. One day, psychopath killers attempt to molest a female worker at Ram""s ...                See full summary »",0,5.4,60,117091.0,te,https://image.tmdb.org/t/p/w500//bbvNBIWNPwnyTuaZFU3f8LoTonI.jpg
Village lo Vinayakudu,2009.0,U,Action            ,    Karthik (Krishnudu) runs a play school in Hyderabad and his girl friend Kavya is a doctor. Kavya goes to her village Rajolu to stay with her combined family to attend the engagement of her ...                See full summary »,0,6.7,60,281936.0,te,https://image.tmdb.org/t/p/w500//nw69vMrGUsrLPF7EcSOfImMAUYR.jpg
Abbaigaru,1993.0,,Drama            ,,0,7.2,60,279488.0,te,
Ammo Okato Tariku,2000.0,,Family            ,    A middle class man fights with various financial troubles due to overpopulated family resolves them by resolving family conflicts.,0,7.3,60,101277.0,te,https://image.tmdb.org/t/p/w500//3FOZTKURokikmoUlWjezzqw1ZzL.jpg
Raksha,2008.0,,Horror            ,    Jagapathi Babu(Rajiv) who is an Atheist finds demonic Behavior in his Daughter Raksha. He then later finds out that it is not a ghost but the possessive power out of some ones Evil Plans.,0,6.1,60,278200.0,te,
Stoovertpuram Police Station,1991.0,U,"Action, Drama            ","    The village of Stoovertpuram has always lived in fear and loathing of the police, who they see as a major force of oppression, and a toy of the rich, wealthy and influential, and will have ...                See full summary »",148,6.6,60,101279.0,te,https://image.tmdb.org/t/p/w500//4V8dNqknysJX7JtJWVkTdAewCqo.jpg
Srimanthudu,1971.0,U,"Drama, Romance            ","    Srimanthudu is a 1971 Indian Telugu film, directed by K. Pratyagatma and Produced by G. Radhakrishna Murthy. The film stars Akkineni Nageswara Rao and Jamuna in lead roles. The music of the film was composed by T. Chalapathi Rao.",149,7.2,60,319817.0,te,https://image.tmdb.org/t/p/w500//yLLUrmxORqWvvMOlRFzGbyjSFvG.jpg
Lakshmi Raave Maa Intiki,2014.0,,"Drama, Family, Romance            ","    Even after knowing that the girl of his dreams and the one he is in love with has been promised to another man, Sai intends to win over her father's heart to ask him for the girl's hand in marriage.",152,4.5,59,331316.0,te,https://image.tmdb.org/t/p/w500//wrXMAhDQhudfVI52gIYruWskddY.jpg
Mr. Theertha,2010.0,UA,"Action, Drama, Family            ","    A school teacher wants his son to study mathematics, but he aspires to become a mechanic.",137,6.5,59,995368.0,te,
Ee Abbai Chala Manchodu,2003.0,U,Comedy            ,,0,5.1,59,117076.0,te,
Yemaindi Ee Vela,2010.0,,"Drama, Romance            ",,0,5.4,59,420380.0,te,https://image.tmdb.org/t/p/w500//h3Z4wL7DP1WSqYwH9hMc6al4pGy.jpg
Aadu Puli Attam,1977.0,U,"Action, Drama, Thriller            ","    The movie starts with Madan and Rajini, close associates, playing this game in a bar. When the game is finished, the couple, along with their gang ransack the bar and loot the money. In ...                See full summary »",136,6.6,59,66333.0,te,https://image.tmdb.org/t/p/w500//5fBfdr40GYbdfTkAZ8f1hpeLfbe.jpg
Subhakankshalu,1998.0,U,"Comedy, Drama            ",,154,7.3,59,82752.0,te,https://image.tmdb.org/t/p/w500//mKNX8ZrN9csV5inQIi4roOMbeVR.jpg
Samsaaram Oka Chadarangam,1987.0,U,Drama            ,    Maintaining a family is not an easy task. The story of a joint family who need to overcome all the misunderstandings in order to lead a happy life.,0,8.0,59,101287.0,te,https://image.tmdb.org/t/p/w500//AavXCrNGRZmA77jyecxHa9hvJI4.jpg
Intinti Bhagavatham,1988.0,,,,0,8.1,59,101288.0,te,https://image.tmdb.org/t/p/w500//gXF6zoOlqR4YsrOGBvAC3tTrZ61.jpg
Driver Ramudu,1979.0,U,"Action, Drama            ",    Ramu is a truck driver. He is a very honest person. But he gets implicated in a smuggling case. He finally proves his innocence to overcome all the problems.,145,8.1,59,994631.0,te,https://image.tmdb.org/t/p/w500//q3BhcTjt6VSDsWtWCmgJaGY06Pm.jpg
Saradaga Kasepu,2010.0,U,Comedy            ,,125,5.6,58,200305.0,te,https://image.tmdb.org/t/p/w500//b9rxmolG7iPLl3dyk5T91YWpK8e.jpg
Snehithuda,2009.0,,Romance            ,,0,5.6,58,109369.0,te,https://image.tmdb.org/t/p/w500//4sWRNCC4Fgimo6DZJQFTvuZ5Bf9.jpg
Kaasi,2004.0,,Romance            ,,0,6.7,58,1388768.0,te,https://image.tmdb.org/t/p/w500//gwpxoGeIYaYkTcGjH9o4mBVLP96.jpg
Prema Pipasi,2020.0,A,Romance            ,    A man goes down a destructive path in his pursuit of true love to the extent of harassing the very woman that he claims to love.,142,8.2,58,800797.0,te,https://image.tmdb.org/t/p/w500//7juXsjfyYq4wVnMmMJaTPwdCj98.jpg
Uyarntha Ullam,1985.0,U,"Action, Drama, Romance            ",,0,7.3,58,101294.0,te,https://image.tmdb.org/t/p/w500//tbdKls49wpPvfUKynIGgwibvaVI.jpg
Pekata Paparao,1993.0,U,"Drama, Comedy            ",,0,6.8,58,442354.0,te,https://image.tmdb.org/t/p/w500//m43zzhX3vZBdGkZyaEHbQ87xYfF.jpg
Praja pratinidhi,1988.0,,Comedy            ,"    Indian Telugu film starring Krishna, Jayasudha, Sobhana,Shavukar Janaki and Jayamalini in lead roles.",131,8.4,58,101296.0,te,
Meghasandesam,1983.0,U,"Drama, Musical            ","    Ravindra Babu, a great poet marries a simple woman. But things changes a lot after he starts liking another woman.",151,7.5,58,709202.0,te,https://image.tmdb.org/t/p/w500//eQSJas8emasLl5sMpmooUJ0GWiT.jpg
Joker,1993.0,U,"Drama, Comedy, Family            ","    A philandering architect masquerades as a cook in a colleague's home, in order to woo her.",0,7.1,58,475557.0,te,https://image.tmdb.org/t/p/w500//udDclJoHjfjb8Ekgsd4FDteOkCU.jpg
Marana Mrudangam,1988.0,U,Action            ,,137,7.6,58,279129.0,te,https://image.tmdb.org/t/p/w500//2oFZ5shFE8082k7tdFRjY90zI1v.jpg
Maa Bhoomi,1979.0,A,Drama            ,    The film depicts a typical life of villagers under feudalistic society in Telangana region. The film follows the story of a young landless Telangana peasant named Ramaiah (Sai Chand) from ...                See full summary »,158,8.3,58,260782.0,te,https://image.tmdb.org/t/p/w500//8spSB6PfJQx5QIYLYnkwnk84tu.jpg
Kerintha,2015.0,U,"Drama, Romance            ",    Journey of six students through out their college life where each one has their own issues to deal with.,141,6.5,57,348659.0,te,https://image.tmdb.org/t/p/w500//cIzWmsYLMMLUYK3lxW9oN8AiwQr.jpg
Tripura,2015.0,,"Comedy, Horror            ",    Tripura (Swathi) is village girl who has weird dreams and all those dreams come true.She one day dreams that she will kill her Husband.,151,5.7,57,381380.0,te,https://image.tmdb.org/t/p/w500//qmykItka1I1AwMrVlMtumOZTVQD.jpg
123,2002.0,,Comedy            ,"    Three men, each with their own special needs, all fall in love with the same woman.",127,5.7,57,303233.0,te,
Jaffa,2013.0,,Comedy            ,"    Jasmine Phalguna aka Jaffa is a software engineer who is convicted on charges of murder. He becomes the go to guy in jail, and even the jailer becomes an ardent follower. But Jaffa wants to run away.",160,4.8,57,849863.0,te,https://image.tmdb.org/t/p/w500//t4V7mR7WAgnI4aSuxGj82Vb4UoS.jpg
Jai Bolo Telangana,2011.0,,History            ,,0,6.7,57,101305.0,te,https://image.tmdb.org/t/p/w500//gFjSetnRQZnLNPuNmHhljgsUYeH.jpg
Nee Sneham,2002.0,,Drama            ,,141,6.4,57,82213.0,te,https://image.tmdb.org/t/p/w500//lD8R35f2rINl2J13x6I3n9pOjiM.jpg
Maro Charitra,2010.0,U,Romance            ,    Maro Charitra is an adaptation of the classic 1978 film of the same name by K Balachander.,0,3.4,57,78583.0,te,https://image.tmdb.org/t/p/w500//s3L4KmGRgiVtBPyC6DMCUAiyMce.jpg
Aswamedham,1992.0,U,"Action, Drama            ","    Abhimanyu (Shobhan Babu) is an honest IPS officer who arrests an international mafia don smuggler Vyaghra (Amrish Puri), but Vyaghra somehow escapes from the prison. Kiriti (Nandamuri ...                See full summary »",0,7.1,57,474555.0,te,https://image.tmdb.org/t/p/w500//2ShOQVMXx4Ot0IUr6355DJCcDav.jpg
Rachayitha,2018.0,,Romance            ,"    Aditya Varma's love for Padmavati makes him want to give her a new life as she is desolated but she starts to behave in a strange manner. What happens next, forms the crux.",122,7.2,56,572679.0,te,https://image.tmdb.org/t/p/w500//5pIMAK05CiZgKDAIsJoUckFHWqo.jpg
Terror,2016.0,UA,"Action, Thriller            ",    A disgraced cop races against time to prevent an imminent terror attack and discovers the involvement of corrupt politicians and officers from his own department.,130,7.1,56,38826.0,te,https://image.tmdb.org/t/p/w500//ctiJR15mwTEPsy6r71ZeJbTqF6s.jpg
